3373,422,1,1,1
3373,422,2,1,1
3373,422,3,1,1
3373,422,4,1,1
3373,422,5,1,1
3373,422,6,1,1
3373,422,7,1,1
3373,422,8,1,1
3373,422,9,1,1
3373,422,10,1,1
3373,422,11,1,1
3373,422,12,1,1
3373,422,13,1,1
3373,422,14,1,1
3373,422,15,1,1
3373,422,16,1,1
3373,422,17,1,1
3373,422,18,1,1
3373,422,19,1,1
3373,422,20,1,1
3373,422,21,1,1
3373,422,22,1,1
3373,422,23,1,1
3373,422,24,1,1
3373,422,25,1,1
3373,422,26,1,1
3373,422,27,1,1
3373,422,28,1,1
3373,422,29,1,1
3373,422,30,1,1
3373,422,31,1,1
3373,422,32,1,1
3373,422,33,1,1
3373,422,34,1,1
3373,422,35,1,1
3373,422,36,1,1
3373,422,37,1,1
3373,422,38,1,1
3373,422,39,1,1
3373,422,40,1,1
3373,422,41,1,1
3373,422,42,1,1
3373,422,43,1,1
3373,422,44,1,1
3373,422,45,1,1
3373,422,46,1,1
3373,422,47,1,1
3373,422,48,1,1
3373,422,49,1,1
3373,422,50,1,1
3373,421,1,1,1
3373,421,2,1,1
3373,421,3,1,1
3373,421,4,1,1
3373,421,5,1,1
3373,421,6,1,1
3373,421,7,1,1
3373,421,8,1,1
3373,421,9,1,1
3373,421,10,1,1
3373,421,11,1,1
3373,421,12,1,1
3373,421,13,1,1
3373,421,14,1,1
3373,421,15,1,1
3373,421,16,1,1
3373,421,17,1,1
3373,421,18,1,1
3373,421,19,1,1
3373,421,20,1,1
3373,421,21,1,1
3373,421,22,1,1
3373,421,23,1,1
3373,421,24,1,1
3373,421,25,1,1
3373,421,26,1,1
3373,421,27,1,1
3373,421,28,1,1
3373,421,29,1,1
3373,421,30,1,1
3373,421,31,1,1
3373,421,32,1,1
3373,421,33,1,1
3373,421,34,1,1
3373,421,35,1,1
3373,421,36,1,1
3373,421,37,1,1
3373,421,38,1,1
3373,421,39,1,1
3373,421,40,1,1
3373,421,41,1,1
3373,421,42,1,1
3373,421,43,1,1
3373,421,44,1,1
3373,421,45,1,1
3373,421,46,1,1
3373,421,47,1,1
3373,421,48,1,1
3373,421,49,1,1
3373,421,50,1,1
3374,420,1,1,1
3374,420,2,1,1
3374,420,3,1,1
3374,420,4,1,1
3374,420,5,1,1
3374,420,6,1,1
3374,420,7,1,1
3374,420,8,1,1
3374,420,9,1,1
3374,420,10,1,1
3374,420,11,1,1
3374,420,12,1,1
3374,420,13,1,1
3374,420,14,1,1
3374,420,15,1,1
3374,420,16,1,1
3374,420,17,1,1
3374,420,18,1,1
3374,420,19,1,1
3374,420,20,1,1
3374,420,21,1,1
3374,420,22,1,1
3374,420,23,1,1
3374,420,24,1,1
3374,420,25,1,1
3374,420,26,1,1
3374,420,27,1,1
3374,420,28,1,1
3374,420,29,1,1
3374,420,30,1,1
3374,420,31,1,1
3374,420,32,1,1
3374,420,33,1,1
3374,420,34,1,1
3374,420,35,1,1
3374,420,36,1,1
3374,420,37,1,1
3374,420,38,1,1
3374,420,39,1,1
3374,420,40,1,1
3374,420,41,1,1
3374,420,42,1,1
3374,420,43,1,1
3374,420,44,1,1
3374,420,45,1,1
3374,420,46,1,1
3374,420,47,1,1
3374,420,48,1,1
3374,420,49,1,1
3374,420,50,1,1
3375,419,1,1,1
3375,419,2,1,1
3375,419,3,1,1
3375,419,4,1,1
3375,419,5,1,1
3375,419,6,1,1
3375,419,7,1,1
3375,419,8,1,1
3375,419,9,1,1
3375,419,10,1,1
3375,419,11,1,1
3375,419,12,1,1
3375,419,13,1,1
3375,419,14,1,1
3375,419,15,1,1
3375,419,16,1,1
3375,419,17,1,1
3375,419,18,1,1
3375,419,19,1,1
3375,419,20,1,1
3375,419,21,1,1
3375,419,22,1,1
3375,419,23,1,1
3375,419,24,1,1
3375,419,25,1,1
3375,419,26,1,1
3375,419,27,1,1
3375,419,28,1,1
3375,419,29,1,1
3375,419,30,1,1
3375,419,31,1,1
3375,419,32,1,1
3375,419,33,1,1
3375,419,34,1,1
3375,419,35,1,1
3375,419,36,1,1
3375,419,37,1,1
3375,419,38,1,1
3375,419,39,1,1
3375,419,40,1,1
3375,419,41,1,1
3375,419,42,1,1
3375,419,43,1,1
3375,419,44,1,1
3375,419,45,1,1
3375,419,46,1,1
3375,419,47,1,1
3375,419,48,1,1
3375,419,49,1,1
3375,419,50,1,1
3376,418,1,1,1
3376,418,2,1,1
3376,418,3,1,1
