3373,582,1,1,1
3373,582,2,1,1
3373,582,3,1,1
3373,582,4,1,1
3373,582,5,1,1
3373,582,6,1,1
3373,582,7,1,1
3373,582,8,1,1
3373,582,9,1,1
3373,582,10,1,1
3373,582,11,1,1
3373,582,12,1,1
3373,582,13,1,1
3373,582,14,1,1
3373,582,15,1,1
3373,582,16,1,1
3373,582,17,1,1
3373,582,18,1,1
3373,582,19,1,1
3373,582,20,1,1
3373,582,21,1,1
3373,582,22,1,1
3373,582,23,1,1
3373,582,24,1,1
3373,582,25,1,1
3373,582,26,1,1
3373,582,27,1,1
3373,582,28,1,1
3373,582,29,1,1
3373,582,30,1,1
3373,582,31,1,1
3373,582,32,1,1
3373,582,33,1,1
3373,582,34,1,1
3373,582,35,1,1
3373,582,36,1,1
3373,582,37,1,1
3373,582,38,1,1
3373,582,39,1,1
3373,582,40,1,1
3373,582,41,1,1
3373,582,42,1,1
3373,582,43,1,1
3373,582,44,1,1
3373,582,45,1,1
3373,582,46,1,1
3373,582,47,1,1
3373,582,48,1,1
3373,582,49,1,1
3373,582,50,1,1
3373,581,1,1,1
3373,581,2,1,1
3373,581,3,1,1
3373,581,4,1,1
3373,581,5,1,1
3373,581,6,1,1
3373,581,7,1,1
3373,581,8,1,1
3373,581,9,1,1
3373,581,10,1,1
3373,581,11,1,1
3373,581,12,1,1
3373,581,13,1,1
3373,581,14,1,1
3373,581,15,1,1
3373,581,16,1,1
3373,581,17,1,1
3373,581,18,1,1
3373,581,19,1,1
3373,581,20,1,1
3373,581,21,1,1
3373,581,22,1,1
3373,581,23,1,1
3373,581,24,1,1
3373,581,25,1,1
3373,581,26,1,1
3373,581,27,1,1
3373,581,28,1,1
3373,581,29,1,1
3373,581,30,1,1
3373,581,31,1,1
3373,581,32,1,1
3373,581,33,1,1
3373,581,34,1,1
3373,581,35,1,1
3373,581,36,1,1
3373,581,37,1,1
3373,581,38,1,1
3373,581,39,1,1
3373,581,40,1,1
3373,581,41,1,1
3373,581,42,1,1
3373,581,43,1,1
3373,581,44,1,1
3373,581,45,1,1
3373,581,46,1,1
3373,581,47,1,1
3373,581,48,1,1
3373,581,49,1,1
3373,581,50,1,1
3374,580,1,1,1
3374,580,2,1,1
3374,580,3,1,1
3374,580,4,1,1
3374,580,5,1,1
